,PU_datetime,DO_datetime,trip_distance,PU_lat,PU_long,DO_lat,DO_long
0,2012-06-01 00:15:43,2012-06-01 00:25:49,1.3,40.76783673899992,-73.98136213699995,40.75532984899993,-73.99117738199989
1,2012-06-01 00:28:08,2012-06-01 00:44:51,2.9,40.75532984899993,-73.99117738199989,40.72153595399992,-73.98377990999991
2,2012-06-01 00:59:50,2012-06-01 01:09:12,2.2,40.745804967999945,-73.97203331099983,40.72901638499997,-74.00250642399995
3,2012-06-01 00:20:29,2012-06-01 00:38:02,2.4,40.72153595399992,-73.98377990999991,40.70693234399989,-74.00372234899996
4,2012-06-01 00:44:40,2012-06-01 01:02:42,7.0,40.72470155099989,-74.00931760399995,40.79301293399991,-73.96371096499993
5,2012-06-01 00:00:48,2012-06-01 00:32:07,7.2,40.73804374699991,-73.9963368949999,40.66915348399992,-73.9969179149999
6,2012-06-01 00:39:12,2012-06-01 00:46:47,1.7,40.665815079999895,-73.97583132299987,40.67312139399996,-73.96070974499996
7,2012-06-01 00:11:34,2012-06-01 00:15:31,4.3,40.76772505899991,-73.98147898799989,40.74914697199991,-73.93675697199996
8,2012-06-01 00:27:53,2012-06-01 00:37:03,2.0,40.76489773199991,-73.97255352299985,40.73141124499994,-73.98238628799993
9,2012-06-01 00:45:59,2012-06-01 00:53:04,1.6,40.7439431149999,-73.98362519999995,40.75551634599986,-73.98362433299988
10,2012-06-01 00:16:54,2012-06-01 00:28:15,2.5,40.74542088999988,-73.99096832799995,40.72153595399992,-73.98377990999991
11,2012-06-01 00:39:54,2012-06-01 00:43:49,0.7,40.71982079799995,-74.001523638,40.74197084499985,-74.00779116099989
12,2012-06-01 00:46:05,2012-06-01 00:57:09,2.3,40.74197084499985,-74.00779116099989,40.745804967999945,-73.97203331099983
13,2012-06-01 00:30:15,2012-06-01 00:48:28,4.0,40.7439431149999,-73.98362519999995,40.75205360799992,-73.94345411699997
14,2012-06-01 00:33:00,2012-06-01 00:35:00,0.81,,,,
15,2012-06-01 00:36:19,2012-06-01 00:47:29,3.4,40.71982079799995,-74.001523638,40.75532984899993,-73.99117738199989
16,2012-06-01 00:49:00,2012-06-01 00:54:59,1.5,40.75532984899993,-73.99117738199989,40.780328934999936,-73.98162787399998
17,2012-06-01 00:04:37,2012-06-01 00:17:50,2.9,40.72420155499992,-73.99257987399992,40.73141124499994,-73.98238628799993
18,2012-06-01 00:02:08,2012-06-01 00:19:13,8.2,40.78603815125499,-73.8712485624251,40.77359989699994,-73.95779380499984
19,2012-06-01 00:05:23,2012-06-01 00:20:39,2.9,40.74197084499985,-74.00779116099989,40.75532984899993,-73.99117738199989
20,2012-06-01 00:27:26,2012-06-01 00:35:50,1.0,40.74044408899989,-74.00201937799989,40.73804374699991,-73.9963368949999
21,2012-06-01 00:44:31,2012-06-01 00:49:55,1.3,40.72901638499997,-74.00250642399995,40.73141124499994,-73.98238628799993
22,2012-06-01 00:05:00,2012-06-01 00:23:00,8.28,40.816512493247096,-73.93380589881859,40.720234238999886,-73.98447731699999
23,2012-06-01 00:41:00,2012-06-01 01:06:00,6.52,40.72153595399992,-73.98377990999991,40.78596738899997,-73.96884378999985
24,2012-06-01 00:19:22,2012-06-01 00:33:29,4.5,40.72420155499992,-73.99257987399992,40.78768560599987,-73.97501417199996
25,2012-06-01 00:24:17,2012-06-01 00:27:37,0.9,40.77359989699994,-73.95779380499984,40.76217929999994,-73.96612747299989
26,2012-06-01 00:39:27,2012-06-01 00:41:34,0.7,40.77359989699994,-73.95779380499984,40.76217929999994,-73.96612747299989
27,2012-06-01 00:45:54,2012-06-01 00:51:09,1.4,40.76217929999994,-73.96612747299989,40.78768560599987,-73.97501417199996
28,2012-06-01 00:58:00,2012-06-01 01:06:13,3.6,40.76489773199991,-73.97255352299985,40.72901638499997,-74.00250642399995
29,2012-06-01 00:42:33,2012-06-01 00:58:22,4.7,40.7439431149999,-73.98362519999995,40.76752031699986,-73.90413637799996
30,2012-06-01 00:19:57,2012-06-01 00:27:14,1.1,40.7059460290057,-73.97906084869959,40.69576842999993,-73.9693409769999
31,2012-06-01 00:12:35,2012-06-01 00:20:15,1.1,40.71982079799995,-74.001523638,40.720234238999886,-73.98447731699999
32,2012-06-01 00:23:46,2012-06-01 00:29:12,1.0,40.72420155499992,-73.99257987399992,40.73141124499994,-73.98238628799993
33,2012-06-01 00:31:25,2012-06-01 00:40:57,3.0,40.73141124499994,-73.98238628799993,40.759879715999936,-73.96177668399997
34,2012-06-01 00:18:24,2012-06-01 00:44:17,7.8,40.720234238999886,-73.98447731699999,40.76752031699986,-73.90413637799996
35,2012-06-01 00:07:35,2012-06-01 00:14:29,2.0,40.77351005394221,-73.99667705784736,40.76783673899992,-73.98136213699995
36,2012-06-01 00:15:35,2012-06-01 00:27:18,2.2,40.76783673899992,-73.98136213699995,40.74040257875024,-73.97219641647804
37,2012-06-01 00:31:19,2012-06-01 00:40:04,2.1,40.745804967999945,-73.97203331099983,40.75532984899993,-73.99117738199989
38,2012-06-01 00:48:13,2012-06-01 01:05:24,7.1,40.74044408899989,-74.00201937799989,40.83620061961779,-73.93436121591056
39,2012-06-01 00:22:00,2012-06-01 00:27:00,1.03,40.72522879205536,-73.96176070375392,40.73911477252254,-73.95439555417066
40,2012-06-01 00:49:00,2012-06-01 01:06:00,4.24,40.72522879205536,-73.96176070375392,40.71201189699988,-74.00499805099996
41,2012-06-01 00:56:23,2012-06-01 01:20:51,6.9,40.78768560599987,-73.97501417199996,40.79018099034471,-73.90649492923363
42,2012-06-01 00:03:10,2012-06-01 00:08:42,1.5,40.7552996949999,-73.97534377999993,40.76217929999994,-73.96612747299989
43,2012-06-01 00:18:01,2012-06-01 00:26:43,2.6,40.75519332399994,-73.9712170449999,40.77301984499992,-73.95218621999996
44,2012-06-01 00:19:00,2012-06-01 00:28:00,1.12,40.71664465899988,-73.99580912300002,40.72153595399992,-73.98377990999991
45,2012-06-01 00:13:23,2012-06-01 00:16:32,0.9,40.75193959699992,-73.96547092299994,40.74040257875024,-73.97219641647804
46,2012-06-01 00:20:10,2012-06-01 00:23:18,0.9,40.74040257875024,-73.97219641647804,40.73141124499994,-73.98238628799993
47,2012-06-01 00:34:03,2012-06-01 00:45:11,1.1,40.72153595399992,-73.98377990999991,40.720234238999886,-73.98447731699999
48,2012-06-01 00:47:47,2012-06-01 01:01:51,1.6,40.71913288399984,-73.97635525199995,40.72470155099989,-74.00931760399995
49,2012-06-01 00:24:05,2012-06-01 00:33:01,1.3,40.72420155499992,-73.99257987399992,40.74197084499985,-74.00779116099989
50,2012-06-01 00:33:34,2012-06-01 00:58:16,5.0,40.74197084499985,-74.00779116099989,40.7552996949999,-73.97534377999993
51,2012-06-01 00:04:00,2012-06-01 00:09:00,1.29,40.78285908899991,-73.94383256699986,40.78596738899997,-73.96884378999985
52,2012-06-01 00:16:00,2012-06-01 00:23:00,1.77,40.79301293399991,-73.96371096499993,40.82197589199988,-73.95357262899981
