,PU_datetime,DO_datetime,trip_distance,PU_lat,PU_long,DO_lat,DO_long
0,2012-04-01 00:00:00,2012-04-01 00:07:00,1.17,40.72755978299991,-73.99136388099987,40.71982079799995,-74.001523638
1,2012-04-01 00:08:00,2012-04-01 00:29:00,3.21,40.75193959699992,-73.96547092299994,40.72470155099989,-74.00931760399995
2,2012-04-01 00:33:15,2012-04-01 00:45:47,2.9,40.71664465899988,-73.99580912300002,40.72805372769668,-73.93174841322003
3,2012-04-01 00:46:43,2012-04-01 00:59:40,3.2,40.72805372769668,-73.93174841322003,40.7038734199999,-73.91254913799993
4,2012-04-01 00:01:35,2012-04-01 00:01:50,0.0,40.689146163999936,-73.98155298299992,40.689146163999936,-73.98155298299992
5,2012-04-01 00:38:06,2012-04-01 01:03:02,17.3,40.7552996949999,-73.97534377999993,40.66358013399984,-73.8250346749999
6,2012-04-01 00:25:41,2012-04-01 00:50:52,4.3,40.73141124499994,-73.98238628799993,40.72805372769668,-73.93174841322003
7,2012-04-01 00:53:58,2012-04-01 01:07:35,2.9,40.72522879205536,-73.96176070375392,40.72153595399992,-73.98377990999991
8,2012-04-01 00:14:56,2012-04-01 00:22:53,1.7,40.72470155099989,-74.00931760399995,40.73804374699991,-73.9963368949999
9,2012-04-01 00:25:03,2012-04-01 00:31:01,0.7,40.73804374699991,-73.9963368949999,40.72901638499997,-74.00250642399995
10,2012-04-01 00:32:14,2012-04-01 00:44:06,2.7,40.72901638499997,-74.00250642399995,40.77351005394221,-73.99667705784736
11,2012-04-01 00:48:31,2012-04-01 01:22:16,6.7,40.76772505899991,-73.98147898799989,40.7059460290057,-73.97906084869959
12,2012-04-01 00:06:07,2012-04-01 00:09:34,1.1,40.745804967999945,-73.97203331099983,40.75515238425916,-73.96162927534907
13,2012-04-01 00:19:07,2012-04-01 00:28:05,2.8,40.745804967999945,-73.97203331099983,40.75849562296791,-73.95854329689507
14,2012-04-01 00:09:09,2012-04-01 00:25:29,2.7,40.745804967999945,-73.97203331099983,40.7050307879999,-74.01332610899988
15,2012-04-01 00:26:22,2012-04-01 00:45:58,3.1,40.7050307879999,-74.01332610899988,40.72153595399992,-73.98377990999991
16,2012-04-01 00:46:35,2012-04-01 01:00:59,3.8,40.72153595399992,-73.98377990999991,40.75849562296791,-73.95854329689507
17,2012-04-01 00:11:57,2012-04-01 00:15:27,1.4,40.77301984499992,-73.95218621999996,40.79254666899993,-73.94103496899987
18,2012-04-01 00:50:16,2012-04-01 00:58:21,1.9,40.76217929999994,-73.96612747299989,40.73490456699995,-73.98996936399989
19,2012-04-01 00:15:39,2012-04-01 00:22:23,2.6,40.759879715999936,-73.96177668399997,40.74908727499994,-73.90989961499994
20,2012-04-01 00:07:26,2012-04-01 00:19:31,4.0,40.72153595399992,-73.98377990999991,40.77301984499992,-73.95218621999996
21,2012-04-01 00:21:56,2012-04-01 00:25:40,0.8,40.77301984499992,-73.95218621999996,40.759879715999936,-73.96177668399997
22,2012-04-01 00:41:11,2012-04-01 00:53:58,2.3,40.76783673899992,-73.98136213699995,40.74044408899989,-74.00201937799989
23,2012-04-01 00:59:21,2012-04-01 01:01:30,0.6,40.74044408899989,-74.00201937799989,40.74044408899989,-74.00201937799989
24,2012-04-01 00:04:43,2012-04-01 00:10:32,1.5,40.78596738899997,-73.96884378999985,40.76772505899991,-73.98147898799989
25,2012-04-01 00:11:23,2012-04-01 00:20:48,2.2,40.76772505899991,-73.98147898799989,40.7439431149999,-73.98362519999995
26,2012-04-01 00:21:34,2012-04-01 00:24:49,0.5,40.745804967999945,-73.97203331099983,40.73141124499994,-73.98238628799993
27,2012-04-01 00:25:34,2012-04-01 00:47:21,5.0,40.73141124499994,-73.98238628799993,40.68228732999989,-73.998192111
28,2012-04-01 00:54:53,2012-04-01 01:21:18,5.9,40.689146163999936,-73.98155298299992,40.750451608999896,-73.98729377099981
29,2012-04-01 00:10:03,2012-04-01 00:16:22,2.7,40.78285908899991,-73.94383256699986,40.7552996949999,-73.97534377999993
