,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
0,2,2012-04-01 00:00:00,2012-04-01 00:07:00,2,1.17,1,,113,211,1,5.7,0.5,0.5,2.0,0.0,0.0,8.7,,
1,2,2012-04-01 00:08:00,2012-04-01 00:29:00,6,3.21,1,,233,231,1,12.5,0.5,0.5,1.5,0.0,0.0,15.0,,
2,1,2012-04-01 00:33:15,2012-04-01 00:45:47,1,2.9,1,N,144,80,1,10.5,0.5,0.5,2.3,0.0,0.0,13.8,,
3,1,2012-04-01 00:46:43,2012-04-01 00:59:40,2,3.2,1,N,80,36,2,10.1,0.5,0.5,0.0,0.0,0.0,11.1,,
4,1,2012-04-01 00:01:35,2012-04-01 00:01:50,1,0.0,4,N,25,25,2,2.5,0.5,0.5,0.0,0.0,0.0,3.5,,
5,1,2012-04-01 00:38:06,2012-04-01 01:03:02,1,17.3,2,N,161,132,2,45.0,0.0,0.5,0.0,0.0,0.0,45.5,,
6,1,2012-04-01 00:25:41,2012-04-01 00:50:52,1,4.3,1,N,107,80,1,16.9,0.5,0.5,4.0,0.0,0.0,21.9,,
7,1,2012-04-01 00:53:58,2012-04-01 01:07:35,1,2.9,1,N,255,79,1,10.5,0.5,0.5,2.3,0.0,0.0,13.8,,
8,1,2012-04-01 00:14:56,2012-04-01 00:22:53,2,1.7,1,N,231,90,2,6.9,0.5,0.5,0.0,0.0,0.0,7.9,,
9,1,2012-04-01 00:25:03,2012-04-01 00:31:01,1,0.7,1,N,90,249,1,4.9,0.5,0.5,1.15,0.0,0.0,7.05,,
10,1,2012-04-01 00:32:14,2012-04-01 00:44:06,1,2.7,1,N,249,50,1,9.3,0.5,0.5,2.55,0.0,0.0,12.85,,
11,1,2012-04-01 00:48:31,2012-04-01 01:22:16,2,6.7,1,N,142,66,2,21.3,0.5,0.5,0.0,0.0,0.0,22.3,,
12,1,2012-04-01 00:06:07,2012-04-01 00:09:34,1,1.1,1,N,170,229,1,4.5,0.5,0.5,1.1,0.0,0.0,6.6,,
13,1,2012-04-01 00:19:07,2012-04-01 00:28:05,1,2.8,1,N,170,140,2,8.9,0.5,0.5,0.0,0.0,0.0,9.9,,
14,1,2012-04-01 00:09:09,2012-04-01 00:25:29,1,2.7,4,N,170,261,1,10.5,0.5,0.5,2.3,0.0,0.0,13.8,,
15,1,2012-04-01 00:26:22,2012-04-01 00:45:58,1,3.1,4,N,261,79,1,13.3,0.5,0.5,2.86,0.0,0.0,17.16,,
16,1,2012-04-01 00:46:35,2012-04-01 01:00:59,1,3.8,4,N,79,140,2,12.5,0.5,0.5,0.0,0.0,0.0,13.5,,
17,1,2012-04-01 00:11:57,2012-04-01 00:15:27,1,1.4,1,N,263,75,1,5.3,0.5,0.5,1.0,0.0,0.0,7.3,,
18,1,2012-04-01 00:50:16,2012-04-01 00:58:21,3,1.9,1,N,237,234,1,7.3,0.5,0.5,1.66,0.0,0.0,9.96,,
19,1,2012-04-01 00:15:39,2012-04-01 00:22:23,0,2.6,1,N,141,226,2,8.1,0.5,0.5,0.0,0.0,0.0,9.1,,
20,1,2012-04-01 00:07:26,2012-04-01 00:19:31,2,4.0,1,N,79,263,2,11.3,0.5,0.5,0.0,0.0,0.0,12.3,,
21,1,2012-04-01 00:21:56,2012-04-01 00:25:40,1,0.8,1,Y,263,141,1,4.5,0.5,0.5,1.1,0.0,0.0,6.6,,
22,1,2012-04-01 00:41:11,2012-04-01 00:53:58,2,2.3,1,N,163,68,2,9.3,0.5,0.5,0.0,0.0,0.0,10.3,,
23,1,2012-04-01 00:59:21,2012-04-01 01:01:30,2,0.6,1,N,68,68,2,3.7,0.5,0.5,0.0,0.0,0.0,4.7,,
24,1,2012-04-01 00:04:43,2012-04-01 00:10:32,1,1.5,1,N,238,142,2,6.1,0.5,0.5,0.0,0.0,0.0,7.1,,
25,1,2012-04-01 00:11:23,2012-04-01 00:20:48,2,2.2,1,N,142,164,2,8.1,0.5,0.5,0.0,0.0,0.0,9.1,,
26,1,2012-04-01 00:21:34,2012-04-01 00:24:49,3,0.5,1,N,170,107,1,4.1,0.5,0.5,1.9,0.0,0.0,7.0,,
27,1,2012-04-01 00:25:34,2012-04-01 00:47:21,2,5.0,1,N,107,40,1,15.3,0.5,0.5,3.26,0.0,0.0,19.56,,
28,1,2012-04-01 00:54:53,2012-04-01 01:21:18,1,5.9,1,N,25,100,1,18.5,0.5,0.5,3.9,0.0,0.0,23.4,,
