,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
0,2,2012-12-01 00:38:00,2012-12-01 00:49:00,2,2.91,1,,107,230,1,11.0,0.5,0.5,2.0,0.0,0.0,14.0,,
1,1,2012-12-01 00:02:46,2012-12-01 00:08:41,2,1.4,1,N,239,263,2,7.0,0.5,0.5,0.0,0.0,0.0,8.0,,
2,1,2012-12-01 00:10:13,2012-12-01 00:53:21,2,8.6,1,N,140,160,1,33.5,0.5,0.5,5.5,0.0,0.0,40.0,,
3,1,2012-12-01 00:16:53,2012-12-01 00:24:29,4,3.0,1,N,79,229,1,10.5,0.5,0.5,2.3,0.0,0.0,13.8,,
4,1,2012-12-01 00:26:05,2012-12-01 00:37:41,3,5.4,1,N,229,148,2,17.0,0.5,0.5,0.0,0.0,0.0,18.0,,
5,1,2012-12-01 00:41:46,2012-12-01 00:54:01,1,1.8,1,N,148,232,1,10.5,0.5,0.5,1.5,0.0,0.0,13.0,,
6,1,2012-12-01 00:30:57,2012-12-01 00:41:50,4,1.1,1,N,148,249,1,8.5,0.5,0.5,1.9,0.0,0.0,11.4,,
7,1,2012-12-01 00:47:21,2012-12-01 01:00:06,2,0.9,1,N,249,113,1,9.0,0.5,0.5,2.0,0.0,0.0,12.0,,
8,1,2012-12-01 00:08:01,2012-12-01 00:24:26,2,3.0,1,N,161,79,1,13.0,0.5,0.5,1.0,0.0,0.0,15.0,,
9,1,2012-12-01 00:37:48,2012-12-01 00:53:46,2,3.8,1,N,234,263,1,14.0,0.5,0.5,3.0,0.0,0.0,18.0,,
10,1,2012-12-01 00:11:50,2012-12-01 00:29:13,1,5.4,1,N,137,166,2,18.0,0.5,0.5,0.0,0.0,0.0,19.0,,
11,1,2012-12-01 00:41:16,2012-12-01 00:43:42,1,0.7,1,N,143,239,1,4.5,0.5,0.5,1.1,0.0,0.0,6.6,,
12,1,2012-12-01 00:46:07,2012-12-01 00:57:38,1,3.3,1,N,239,42,1,13.0,0.5,0.5,2.8,0.0,0.0,16.8,,
