,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
30,2,2012-03-01 00:37:00,2012-03-01 00:44:00,1,2.16,1,,108,150,2,7.3,0.5,0.5,0.0,0.0,0.0,8.3,,
31,1,2012-03-01 00:32:14,2012-03-01 00:42:59,1,3.9,1,N,230,231,1,10.9,0.5,0.5,2.38,0.0,0.0,14.28,,
32,1,2012-03-01 00:46:48,2012-03-01 01:14:25,1,8.9,1,N,231,7,2,23.7,0.5,0.5,0.0,0.0,0.0,24.7,,
33,1,2012-03-01 00:01:25,2012-03-01 00:14:21,1,3.5,1,N,125,80,2,10.9,0.5,0.5,0.0,0.0,0.0,11.9,,
34,1,2012-03-01 00:35:53,2012-03-01 01:00:28,1,8.4,1,N,255,24,2,21.7,0.5,0.5,0.0,0.0,0.0,22.7,,
35,2,2012-03-01 00:43:00,2012-03-01 01:08:00,1,17.2,1,,132,11,2,36.9,0.5,0.5,0.0,0.0,0.0,37.9,,
36,1,2012-03-01 00:50:20,2012-03-01 01:06:11,2,4.7,1,N,4,40,2,13.7,0.5,0.5,0.0,0.0,0.0,14.7,,
37,1,2012-03-01 00:36:17,2012-03-01 00:52:54,1,6.6,1,N,166,241,2,17.3,0.5,0.5,0.0,0.0,0.0,18.3,,
38,1,2012-03-01 00:10:38,2012-03-01 00:11:00,1,0.0,1,N,145,145,2,2.5,0.5,0.5,0.0,0.0,0.0,3.5,,
39,1,2012-03-01 00:16:48,2012-03-01 00:23:10,0,1.4,1,N,144,158,1,6.1,0.5,0.5,1.1,0.0,0.0,8.2,,
40,1,2012-03-01 00:20:18,2012-03-01 00:38:42,0,4.8,1,N,230,226,2,13.7,0.5,0.5,0.0,0.0,0.0,14.7,,
41,1,2012-03-01 00:05:18,2012-03-01 00:08:55,1,0.7,1,N,236,75,1,4.5,0.5,0.5,1.1,0.0,0.0,6.6,,
42,1,2012-03-01 00:16:44,2012-03-01 00:22:32,1,1.4,1,N,237,236,2,6.1,0.5,0.5,0.0,0.0,0.0,7.1,,
43,1,2012-03-01 00:19:53,2012-03-01 00:26:35,0,0.8,1,N,158,114,2,4.9,0.5,0.5,0.0,0.0,0.0,5.9,,
44,1,2012-03-01 00:31:31,2012-03-01 00:53:06,0,5.2,1,N,148,181,1,15.7,0.5,0.5,3.3,0.0,0.0,20.0,,
45,1,2012-03-01 00:15:59,2012-03-01 00:42:19,3,18.0,2,N,132,137,2,45.0,0.0,0.5,0.0,4.8,0.0,50.3,,
46,1,2012-03-01 00:43:44,2012-03-01 00:51:57,2,1.5,1,Y,137,229,2,5.7,0.5,0.5,0.0,0.0,0.0,6.7,,
47,1,2012-03-01 00:13:00,2012-03-01 00:37:30,1,6.4,1,N,48,97,1,18.5,0.5,0.5,5.85,0.0,0.0,25.35,,
48,1,2012-03-01 00:39:53,2012-03-01 00:53:44,1,4.8,1,N,49,234,2,13.3,0.5,0.5,0.0,0.0,0.0,14.3,,
49,1,2012-03-01 00:56:18,2012-03-01 01:17:40,1,6.5,1,N,234,24,1,17.7,0.5,0.5,0.11,0.0,0.0,18.81,,
50,1,2012-03-01 00:00:52,2012-03-01 00:07:04,1,1.2,1,N,79,148,2,5.7,0.5,0.5,0.0,0.0,0.0,6.7,,
51,1,2012-03-01 00:09:07,2012-03-01 00:19:32,1,2.7,1,N,148,256,1,9.3,0.5,0.5,1.0,0.0,0.0,11.3,,
52,1,2012-03-01 00:27:50,2012-03-01 00:30:54,1,0.6,1,N,256,80,1,4.1,0.5,0.5,2.0,0.0,0.0,7.1,,
53,1,2012-03-01 00:32:22,2012-03-01 01:14:21,1,9.6,1,Y,80,43,1,30.1,0.5,0.5,7.77,0.0,0.0,38.87,,
54,2,2012-03-01 00:20:00,2012-03-01 00:30:00,6,1.35,1,,186,233,2,6.9,0.5,0.5,0.0,0.0,0.0,7.9,,
55,2,2012-03-01 00:46:00,2012-03-01 00:49:00,6,0.74,1,,162,230,2,4.1,0.5,0.5,0.0,0.0,0.0,5.1,,
56,1,2012-03-01 00:30:52,2012-03-01 00:48:45,3,7.9,1,N,138,116,2,19.3,0.5,0.5,0.0,4.8,0.0,25.1,,
57,1,2012-03-01 00:57:51,2012-03-01 01:03:35,1,1.7,1,N,90,246,2,6.5,0.5,0.5,0.0,0.0,0.0,7.5,,
58,1,2012-03-01 00:02:24,2012-03-01 00:11:34,1,1.5,1,N,68,79,2,7.3,0.5,0.5,0.0,0.0,0.0,8.3,,
59,1,2012-03-01 00:19:04,2012-03-01 00:25:46,1,1.6,1,N,229,186,2,6.1,0.5,0.5,0.0,0.0,0.0,7.1,,
60,1,2012-03-01 00:35:41,2012-03-01 00:48:39,2,3.3,1,N,50,125,1,10.5,0.5,0.5,1.0,0.0,0.0,12.5,,
61,1,2012-03-01 00:06:55,2012-03-01 00:19:09,2,1.9,1,N,107,246,1,8.9,0.5,0.5,1.1,0.0,0.0,11.0,,
62,1,2012-03-01 00:32:34,2012-03-01 00:52:36,1,5.0,1,N,48,179,2,15.3,0.5,0.5,0.0,0.0,0.0,16.3,,
63,2,2012-03-01 00:02:00,2012-03-01 00:08:00,1,1.38,1,,43,43,1,6.1,0.5,0.5,1.32,0.0,0.0,8.42,,
64,1,2012-03-01 00:06:21,2012-03-01 00:11:13,1,1.3,1,N,239,24,2,5.3,0.5,0.5,0.0,0.0,0.0,6.3,,
65,1,2012-03-01 00:13:52,2012-03-01 00:20:43,2,1.6,1,N,166,239,1,6.9,0.5,0.5,1.95,0.0,0.0,9.85,,
66,1,2012-03-01 00:30:17,2012-03-01 00:33:02,1,0.8,1,N,48,162,2,4.1,0.5,0.5,0.0,0.0,0.0,5.1,,
67,1,2012-03-01 00:26:50,2012-03-01 00:39:13,2,3.0,1,N,232,68,2,8.9,0.5,0.5,0.0,0.0,0.0,9.9,,
68,1,2012-03-01 00:44:30,2012-03-01 01:01:57,1,8.4,1,N,234,82,1,20.1,0.5,0.5,3.0,4.8,0.0,28.9,,
69,1,2012-03-01 00:11:37,2012-03-01 00:28:07,1,4.7,1,N,263,4,2,13.3,0.5,0.5,0.0,0.0,0.0,14.3,,
70,1,2012-03-01 00:39:16,2012-03-01 01:00:26,1,5.1,1,N,113,225,1,15.3,0.5,0.5,3.26,0.0,0.0,19.56,,
71,1,2012-03-01 00:04:23,2012-03-01 00:09:21,1,1.6,1,N,68,100,1,6.1,0.5,0.5,5.0,0.0,0.0,12.1,,
72,1,2012-03-01 00:14:45,2012-03-01 00:19:30,1,1.1,1,N,161,186,2,4.9,0.5,0.5,0.0,0.0,0.0,5.9,,
73,1,2012-03-01 00:24:16,2012-03-01 00:37:06,1,3.0,1,N,230,262,1,10.1,0.5,0.5,2.2,0.0,0.0,13.3,,
74,1,2012-03-01 00:46:55,2012-03-01 00:55:43,1,2.4,1,N,239,162,2,8.1,0.5,0.5,0.0,0.0,0.0,9.1,,
75,1,2012-03-01 00:58:49,2012-03-01 01:03:13,1,1.0,1,N,161,186,2,4.9,0.5,0.5,0.0,0.0,0.0,5.9,,
76,2,2012-03-01 00:10:00,2012-03-01 00:22:00,1,2.07,1,,170,186,1,8.5,0.5,0.5,1.8,0.0,0.0,11.3,,
77,1,2012-03-01 00:13:20,2012-03-01 00:15:30,1,0.5,1,N,79,79,2,3.7,0.5,0.5,0.0,0.0,0.0,4.7,,
78,1,2012-03-01 00:18:20,2012-03-01 00:25:00,1,1.1,1,N,107,158,1,6.1,0.5,0.5,2.0,0.0,0.0,9.1,,
79,1,2012-03-01 00:28:16,2012-03-01 00:36:05,1,1.1,1,N,158,79,2,6.1,0.5,0.5,0.0,0.0,0.0,7.1,,
80,1,2012-03-01 00:45:17,2012-03-01 00:58:25,1,3.9,1,N,234,262,1,12.1,0.5,0.5,2.0,0.0,0.0,15.1,,
81,1,2012-03-01 00:00:39,2012-03-01 00:07:10,1,1.4,1,N,249,164,2,6.1,0.5,0.5,0.0,0.0,0.0,7.1,,
82,1,2012-03-01 00:01:42,2012-03-01 00:14:26,2,2.4,1,N,50,164,1,9.7,0.5,0.5,3.3,0.0,0.0,14.0,,
83,1,2012-03-01 00:20:33,2012-03-01 00:38:20,2,3.3,1,N,164,140,2,12.1,0.5,0.5,0.0,0.0,0.0,13.1,,
84,2,2012-03-01 00:03:00,2012-03-01 00:20:00,1,6.47,1,,138,145,1,16.9,0.5,0.5,3.48,0.0,0.0,21.38,,
85,2,2012-03-01 00:08:00,2012-03-01 00:18:00,1,1.81,1,,90,211,2,7.3,0.5,0.5,0.0,0.0,0.0,8.3,,
86,2,2012-03-01 00:28:00,2012-03-01 00:48:00,1,5.16,1,,90,263,1,14.9,0.5,0.5,3.08,0.0,0.0,18.98,,
87,2,2012-03-01 00:18:00,2012-03-01 00:21:00,1,0.62,1,,43,142,2,4.1,0.5,0.5,0.0,0.0,0.0,5.1,,
88,2,2012-03-01 00:54:00,2012-03-01 00:58:00,1,1.07,1,,48,48,2,4.9,0.5,0.5,0.0,0.0,0.0,5.9,,
89,1,2012-03-01 00:36:53,2012-03-01 00:39:32,1,0.5,1,N,179,7,2,3.7,0.5,0.5,0.0,0.0,0.0,4.7,,
90,2,2012-03-01 00:02:00,2012-03-01 00:35:00,1,21.38,2,,132,88,1,45.0,0.0,0.5,9.0,4.8,0.0,59.3,,
91,1,2012-03-01 00:00:27,2012-03-01 00:34:07,1,13.3,1,N,88,243,1,32.1,0.5,0.5,3.89,0.0,0.0,36.99,,
92,1,2012-03-01 00:22:40,2012-03-01 00:31:36,1,2.7,1,N,239,162,2,8.9,0.5,0.5,0.0,0.0,0.0,9.9,,
93,1,2012-03-01 00:32:37,2012-03-01 00:45:24,1,2.8,1,N,162,249,2,9.7,0.5,0.5,0.0,0.0,0.0,10.7,,
94,1,2012-03-01 00:47:50,2012-03-01 00:52:24,1,0.7,4,N,249,113,1,4.5,0.5,0.5,1.37,0.0,0.0,6.87,,
95,2,2012-03-01 00:12:00,2012-03-01 00:24:00,1,2.61,1,,114,13,2,8.9,0.5,0.5,0.0,0.0,0.0,9.9,,
96,2,2012-03-01 00:31:00,2012-03-01 00:56:00,2,9.89,1,,231,223,2,24.1,0.5,0.5,0.0,0.0,0.0,25.1,,
97,1,2012-03-01 00:15:38,2012-03-01 00:23:19,2,1.6,1,N,140,230,2,6.5,0.5,0.5,0.0,0.0,0.0,7.5,,
98,1,2012-03-01 00:29:15,2012-03-01 00:36:51,1,2.1,1,N,100,224,1,7.7,0.5,0.5,1.74,0.0,0.0,10.44,,
99,1,2012-03-01 00:46:05,2012-03-01 00:58:23,1,2.3,1,N,170,4,2,9.3,0.5,0.5,0.0,0.0,0.0,10.3,,
