,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
0,1,2012-09-01 00:04:25,2012-09-01 00:06:18,2,0.0,1,N,145,145,2,2.9,1.0,0.5,0.0,0.0,0.0,4.4,,
1,1,2012-09-01 00:38:46,2012-09-01 00:49:18,1,2.5,1,N,95,197,1,8.9,0.5,0.5,1.95,0.0,0.0,11.85,,
2,1,2012-09-01 00:04:38,2012-09-01 00:11:23,1,1.2,1,N,229,164,2,6.1,0.5,0.5,0.0,0.0,0.0,7.1,,
3,1,2012-09-01 00:12:21,2012-09-01 00:18:33,1,1.4,1,N,164,224,1,6.1,0.5,0.5,1.42,0.0,0.0,8.52,,
4,1,2012-09-01 00:23:10,2012-09-01 00:28:15,1,2.5,1,N,137,141,2,7.3,0.5,0.5,0.0,0.0,0.0,8.3,,
5,1,2012-09-01 00:39:57,2012-09-01 00:53:56,4,3.6,1,N,141,7,2,11.3,0.5,0.5,0.0,0.0,0.0,12.3,,
6,1,2012-09-01 00:12:03,2012-09-01 00:33:31,4,3.3,1,N,68,148,1,12.9,0.5,0.5,2.78,0.0,0.0,16.68,,
7,1,2012-09-01 00:35:35,2012-09-01 01:08:11,4,7.1,1,N,148,40,1,21.7,0.5,0.5,4.54,0.0,0.0,27.24,,
8,1,2012-09-01 00:46:00,2012-09-01 00:56:09,1,1.5,1,N,246,107,2,7.3,0.5,0.5,0.0,0.0,0.0,8.3,,
9,1,2012-09-01 00:49:42,2012-09-01 01:18:46,1,4.4,1,N,148,106,2,17.3,0.5,0.5,0.0,0.0,0.0,18.3,,
10,1,2012-09-01 00:23:01,2012-09-01 00:50:30,2,9.3,1,N,138,230,1,24.5,0.5,0.5,6.37,0.0,0.0,31.87,,
11,1,2012-09-01 00:38:12,2012-09-01 00:51:03,1,3.1,1,N,209,114,1,10.9,0.5,0.5,2.38,0.0,0.0,14.28,,
12,1,2012-09-01 00:53:16,2012-09-01 01:14:32,1,6.0,1,N,114,145,2,16.5,0.5,0.5,0.0,0.0,0.0,17.5,,
