Event Type,Organization Name,Facility Name,Direction,City,County,State,Create Time,Close Time,Event Description,Responding Organization Id,Latitude,Longitude
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 12:57:34 PM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Boston Celtics,  Wednesday December 15th, 7:00 PM thru 10:00 PM,  Monday March 21st, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
concert,Madison Square Garden,Madison Square Garden,,,,NY,10/25/2010 12:56:14 PM,12/07/2010 11:24:53 AM,"Madison Square Garden: Concert Madison Square Garden at the Arena (Manhattan) Usher,  Monday December 13th, 7:30 PM thru 10:30 PM,  Tuesday December 14th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 12:54:43 PM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Denver Nuggets,  Sunday December 12th, 12:01 PM thru 3:00 PM","TRANSCOM, Jersey City",40.75,-73.98
concert,Madison Square Garden,Madison Square Garden,,,,NY,10/25/2010 12:53:12 PM,12/07/2010 11:24:53 AM,"Madison Square Garden: Concert Madison Square Garden at the Arena (Manhattan) Rammstein,  Saturday December 11th, 8:00 PM thru 11:00 PM","TRANSCOM, Jersey City",40.75,-73.98
concert,Madison Square Garden,Madison Square Garden,,,,NY,10/25/2010 12:51:57 PM,12/07/2010 11:24:53 AM,"Madison Square Garden: Concert Madison Square Garden at the Arena (Manhattan) Z100's Jingle Ball 2010,  Friday December 10th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 12:50:44 PM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Toronto Raptors,  Wednesday December 8th, 7:30 PM thru 10:30 PM,  Tuesday April 5th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 12:49:02 PM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Minnesota,  Monday December 6th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
concert,Madison Square Garden,Madison Square Garden,,,,NY,10/25/2010 12:47:34 PM,12/03/2010 02:09:09 AM,"Madison Square Garden: Concert Madison Square Garden at the Arena (Manhattan) Andrea Bocelli,  Thursday December 2nd, 8:00 PM thru 11:00 PM","TRANSCOM, Jersey City",40.75,-73.98
concert,Madison Square Garden,Madison Square Garden,,,,NY,10/25/2010 12:46:32 PM,12/02/2010 02:12:25 AM,"Madison Square Garden: Concert Madison Square Garden at the Arena (Manhattan) Ozzy Osbourne,  Wednesday December 1st, 8:00 PM thru 11:00 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 12:45:22 PM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. NY Nets,  Wednesday March 30th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
concert,Madison Square Garden,Madison Square Garden,,,,NY,10/25/2010 12:43:20 PM,11/29/2010 03:27:42 AM,"Madison Square Garden: Concert Madison Square Garden at the Arena (Manhattan) Michale Buble,  Sunday November 28th, 8:00 PM thru 11:00 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 12:42:08 PM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Atlanta Hawks,  Wednesday February 16th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,Madison Square Garden,Madison Square Garden,,,,NY,10/25/2010 02:40:14 AM,11/27/2010 12:43:05 PM,"Madison Square Garden: Basketball game Madison Square Garden at the Arena (Manhattan) Dick's Sporting Goods NIT Season Tip-Off VCU, Tennessee, UCLA and Villanova,  Friday November 26th, 2:30 PM thru 7:00 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 02:27:46 AM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Los Angeles Lakers,  Friday February 11th, 8:00 PM thru 11:00 PM","TRANSCOM, Jersey City",40.75,-73.98
concert,Madison Square Garden,Radio City Music Hall,,,,NY,10/25/2010 02:26:27 AM,12/07/2010 11:24:53 AM,"Madison Square Garden: Concert Radio City Music Hall in Manhattan Aretha Franklin,  Friday February 11th, 8:00 PM thru 11:00 PM,  Saturday February 12th, 8:00 PM thru 11:00 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 02:23:59 AM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Dallas Mavericks,  Wednesday February 2nd, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 02:22:43 AM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Detroit Pistons,  Sunday January 30th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
other special event,Madison Square Garden,Madison Square Garden,,,,NY,10/25/2010 02:18:13 AM,12/07/2010 11:24:53 AM,"Madison Square Garden: Other Madison Square Garden at the Arena (Manhattan) 2011 Professional Bull Riders Madison Square Garden Invitational,  Friday January 7th, 8:00 PM thru 11:00 PM,  Saturday January 8th, 8:00 PM thru 11:00 PM,  Sunday January 9th, 1:00 PM thru 4:00 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 02:14:42 AM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Phoenix Suns,  Monday January 17th, 1:00 PM thru 4:00 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 02:13:05 AM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Sacramento Kings,  Friday January 14th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 02:11:41 AM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. San Antonio Spurs,  Tuesday January 4th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 01:05:48 AM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Indiana Pacers,  Sunday January 2nd, 1:00 PM thru 4:00 PM,  Sunday March 13th, 6:00 PM thru 9:00 PM","TRANSCOM, Jersey City",40.75,-73.98
wrestling,Madison Square Garden,Madison Square Garden,,,,NY,10/25/2010 01:04:22 AM,12/07/2010 11:24:53 AM,"Madison Square Garden: Wrestling Madison Square Garden at the Arena (Manhattan) WWE Presents Raw World Tour,  Sunday December 26th, 7:00 PM thru 10:00 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 01:03:03 AM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Chicago Bulls,  Saturday December 25th, 12:01 PM thru 3:00 PM,  Tuesday April 12th, 8:00 PM thru 11:00 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/25/2010 01:01:37 AM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Oklahoma City Thunder,  Wednesday December 22nd, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,Madison Square Garden,Madison Square Garden,,,,NY,10/25/2010 01:00:18 AM,12/07/2010 11:24:53 AM,"Madison Square Garden: Basketball game Madison Square Garden at the Arena (Manhattan) Maggie Dixon Classic 2010,  Sunday December 19th, 12:01 PM thru 3:00 PM","TRANSCOM, Jersey City",40.75,-73.98
special event,NY Rangers,Madison Square Garden,,,,NY,10/24/2010 06:43:59 AM,10/24/2010 09:49:57 AM,NY Rangers: Special event on Madison Square Garden at the Arena (Manhattan)  NY Rangers vs. NJ Devils until 10 pm,"TRANSCOM, Jersey City",40.75,-73.98
special event,Meadowlands Complex,Meadowlands Sports Complex,,,,NJ,10/23/2010 11:44:34 AM,10/23/2010 03:04:52 AM,Meadowlands Complex: Special event on Meadowlands Sports Complex at Giants Stadium (East Rutherford)  Navy vs. Notre Dame,"TRANSCOM, Jersey City",40.81,-74.08
special event,Nassau Colisieum,Nassau Veterans Memorial Coliseum,,,,NY,10/23/2010 07:15:57 AM,10/23/2010 10:38:30 AM,Nassau Coliseum: Special event on Nassau Veterans Memorial Coliseum at the Coliseum (Hempstead)  Muse until 10:30 PM,"TRANSCOM, Jersey City",40.72,-73.59
"hockey game,test message",Madison Square Garden,Madison Square Garden,both directions,New York,New York,NY,10/21/2010 12:30:50 PM,10/21/2010 03:02:13 AM,"Madison Square Garden: Hockey game & Test Message Macy's Thanksgiving Day Parade Madison Square Garden Both Directions between the Arena (Manhattan) and the Theater (Manhattan) Columbus Blue Jackets at New York Rangers,  Tuesday October 26th, 7:00 PM thru 11:00 PM 1 intersection suspended @ both levels","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/21/2010 03:06:54 AM,11/24/2010 01:51:09 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Charlotte Bobcats,  Tuesday November 23rd, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
concert,Madison Square Garden,Madison Square Garden,,,,NY,10/21/2010 03:05:25 AM,11/21/2010 11:13:03 AM,"Madison Square Garden: Concert Madison Square Garden at the Arena (Manhattan) Furthur: Phil Lesh & Bob Weir,  Sunday November 21st, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
concert,Madison Square Garden,Madison Square Garden,,,,NY,10/21/2010 03:02:24 AM,11/17/2010 03:12:48 AM,"Madison Square Garden: Concert Madison Square Garden at the Arena (Manhattan) Kings of Leon,  Tuesday November 16th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/21/2010 03:00:53 AM,11/14/2010 11:06:31 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Houston Rockets,  Sunday November 14th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
concert,Madison Square Garden,Madison Square Garden,,,,NY,10/21/2010 02:59:25 AM,11/14/2010 12:17:16 PM,"Madison Square Garden: Concert Madison Square Garden at the Arena (Manhattan) Dave Matthews Band,  Saturday November 13th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/21/2010 02:57:30 AM,11/11/2010 01:18:20 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Golden State Warriors,  Wednesday November 10th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/21/2010 02:56:08 AM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Philadelphia 76ers,  Sunday February 6th, 12:01 PM thru 3:00 PM","TRANSCOM, Jersey City",40.75,-73.98
concert,Madison Square Garden,Madison Square Garden,,,,NY,10/21/2010 02:54:46 AM,11/07/2010 01:02:22 AM,"Madison Square Garden: Concert Madison Square Garden at the Arena (Manhattan) Roger Waters: The Wall Live,  Saturday November 6th, 8:00 PM thru 11:00 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/21/2010 02:53:29 AM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Washington Wizards,  Monday January 24th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/21/2010 02:52:20 AM,12/07/2010 11:24:53 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Orlando Magic,  Wednesday March 23rd, 8:00 PM thru 11:00 PM,  Monday March 28th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
basketball game,NY Knicks,Madison Square Garden,,,,NY,10/21/2010 02:51:11 AM,10/31/2010 02:47:38 AM,"NY Knicks: Basketball game Madison Square Garden at the Arena (Manhattan) NY Knicks vs. Portland Trail Blazers,  Saturday October 30th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.75,-73.98
concert,Madison Square Garden,Madison Square Garden,,,,NY,10/21/2010 02:49:30 AM,10/23/2010 02:10:43 AM,"Madison Square Garden: Concert Madison Square Garden at the Theater (Manhattan) Machete Music Tour 2010,  Friday October 22nd, 8:00 PM thru 11:00 PM","TRANSCOM, Jersey City",40.74,-73.98
kids show/performance,Meadowlands Complex,Meadowlands Sports Complex,,,,NJ,10/21/2010 01:45:54 AM,11/29/2010 03:28:43 AM,"Meadowlands Complex: Kids show/performance Meadowlands Sports Complex at Arena (East Rutherford) Disney on Ice Toy Story 3,  Sunday November 28th, 7:30 PM thru 9:30 PM","TRANSCOM, Jersey City",40.8,-74.07
kids show/performance,Meadowlands Complex,Meadowlands Sports Complex,,,,NJ,10/21/2010 01:43:21 AM,11/27/2010 12:44:06 PM,"Meadowlands Complex: Kids show/performance Meadowlands Sports Complex at Arena (East Rutherford) Disney on Ice Toy Story 3,  Friday November 26th, 10:30 AM thru 12:30 PM,  Friday November 26th, 3:00 PM thru 5:00 PM,  Friday November 26th, 7:30 PM thru 9:30 PM","TRANSCOM, Jersey City",40.8,-74.07
concert,Meadowlands Complex,Meadowlands Sports Complex,,,,NJ,10/21/2010 01:39:22 AM,11/12/2010 03:10:17 AM,"Meadowlands Complex: Concert Meadowlands Sports Complex at Arena (East Rutherford) Kings of Leon,  Thursday November 18th, 7:30 PM thru 10:30 PM","TRANSCOM, Jersey City",40.8,-74.07
kids show/performance,Meadowlands Complex,Meadowlands Sports Complex,,,,NJ,10/21/2010 01:38:15 AM,11/14/2010 12:17:47 PM,"Meadowlands Complex: Kids show/performance Meadowlands Sports Complex at Arena (East Rutherford) Disney Live! Mickey's Magic Show,  Saturday November 13th, 10:30 AM thru 12:30 PM,  Saturday November 13th, 3:00 PM thru 5:00 PM","TRANSCOM, Jersey City",40.8,-74.07
special event,NY Yankees,Yankee Stadium,,,,NY,10/20/2010 03:46:38 AM,10/20/2010 08:08:15 AM,NY Yankees: Special event on Yankee Stadium In the Bronx (Bronx)  NY Yankees Vs. Texas Rangers until 7 PM,"TRANSCOM, Jersey City",40.82,-73.92
special event,NY Yankees,Yankee Stadium,,,,NY,10/19/2010 07:44:30 AM,10/20/2010 12:18:02 PM,NY Yankees: Special event on Yankee Stadium In the Bronx (Bronx)  NY Yankees Vs. Texas Rangers,"TRANSCOM, Jersey City",40.82,-73.92
baseball game,NY Yankees,Yankee Stadium,,,,NY,10/18/2010 11:37:43 AM,10/21/2010 02:04:41 AM,"NY Yankees: Baseball game Yankee Stadium In the Bronx (Bronx) NY Yankees Vs. Texas Rangers,  Wednesday October 20th, 4:00 PM thru 7:00 PM","TRANSCOM, Jersey City",40.82,-73.92
football game,Meadowlands Complex,Meadowlands Sports Complex,,,,NJ,10/18/2010 08:28:40 AM,10/25/2010 01:50:48 AM,"Meadowlands Complex: Football game Meadowlands Sports Complex at Giants Stadium (East Rutherford) Navy vs. Notre Dame,  Saturday October 23rd, 12:01 PM thru 3:15 PM","TRANSCOM, Jersey City",40.81,-74.08
special event,NY Rangers,Madison Square Garden,,,,NY,10/18/2010 06:46:35 AM,10/18/2010 10:23:11 AM,NY Rangers: Special event on Madison Square Garden at the Arena (Manhattan)  New York Rangers vs. Colorado Avalanche,"TRANSCOM, Jersey City",40.75,-73.98
special event,Meadowlands Complex,Meadowlands Sports Complex,,,,NJ,10/17/2010 12:43:32 PM,10/17/2010 04:03:54 AM,Meadowlands Complex: Special event on Meadowlands Sports Complex at Giants Stadium (East Rutherford)  NY Giants vs Detroit Lions from 1 P.M. until 4 P.M.,"TRANSCOM, Jersey City",40.81,-74.08
special event,Madison Square Garden,Madison Square Garden,,,,NY,10/17/2010 02:45:13 AM,10/17/2010 04:51:20 AM,Madison Square Garden: Special event on Madison Square Garden at the Theater (Manhattan)  Tyler Perry's Madea's Big Happy Family until 5 p.m.,"TRANSCOM, Jersey City",40.74,-73.98
special event,Madison Square Garden,Madison Square Garden,,,,NY,10/16/2010 07:45:13 AM,10/16/2010 09:53:06 AM,Madison Square Garden: Special event on Madison Square Garden at the Theater (Manhattan)  Tyler Perry's Madea's Big Happy Family until 10 PM,"TRANSCOM, Jersey City",40.74,-73.98
special event,Madison Square Garden,Madison Square Garden,,,,NY,10/16/2010 07:43:58 AM,10/16/2010 11:23:19 AM,Madison Square Garden: Special event on Madison Square Garden the Arena (Manhattan)  Vicente Fernandez until 11 PM,"TRANSCOM, Jersey City",40.75,-73.98
special event,NY Islanders,Nassau Veterans Memorial Coliseum,,,,NY,10/16/2010 07:00:23 AM,10/16/2010 11:22:18 AM,NY Islanders: Special event on Nassau Veterans Memorial Coliseum at the Coliseum (Hempstead)  NY Islanders vs. Colorado Avalanche,"TRANSCOM, Jersey City",40.72,-73.59
special event,Madison Square Garden,Madison Square Garden,,,,NY,10/16/2010 02:43:31 AM,10/16/2010 04:51:49 AM,Madison Square Garden: Special event on Madison Square Garden at the Theater (Manhattan)  Tyler Perry's Madea's Big Happy Family until 5 AM,"TRANSCOM, Jersey City",40.74,-73.98
special event,Meadowlands Complex,Meadowlands Sports Complex,,,,NJ,10/16/2010 01:47:19 AM,10/16/2010 04:52:20 AM,Meadowlands Complex: Special event on Meadowlands Sports Complex at Giants Stadium (East Rutherford)  Rutgers vs. Army from 2:00pm until 5:00pm,"TRANSCOM, Jersey City",40.81,-74.08
Concert,Madison Square Garden,Madison Square Garden,,,,NY,10/15/2010 10:25:36 AM,12/07/2010 11:24:53 AM,"Madison Square Garden: Concert Madison Square Garden the Arena (Manhattan) Lady Gaga,  Monday February 21st, 8:00 PM thru 11:00 PM,  Tuesday February 22nd, 8:00 PM thru 11:00 PM","TRANSCOM, Jersey City",40.75,-73.98
special event,Madison Square Garden,Madison Square Garden,,,,NY,10/15/2010 07:54:59 AM,10/15/2010 09:53:19 AM,Madison Square Garden: Special event on Madison Square Garden at the Theater (Manhattan)  Tyler Perry's Madea's Big Happy Family until 10:00 pm,"TRANSCOM, Jersey City",40.74,-73.98
